name,price,url
Nakd Cocoa Orange Big Bar 45g,£1.45,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/n-kd-big-bar-cocoa-orange-45g
Nakd Blueberry Muffin Big Bar 45g,£1.45,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/n-kd-big-bar-blueberry-muffin-45g
Taste Original Chicken Skewers & Chipotle BBQ Dip Southern Fried 55g,£1.75,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/taste-original-chicken-skewers-chipotle-bbq-dip-southern-fried-55g
Dairylea Dunkers Jumbo Tubes Cheese Snacks 41g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/dairylea-dunkers-jumbo-tubes-cheese-snacks-41g
Sainsbury's Falafels x4 80g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-falafels-x4-80g
Soreen Malt Loaf Slices x2 45g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/soreen-malt-loaf-slices-x2-45g
Pipers Burrow Hill Cider Vinegar & Sea Salt Crisps 40g,£1.35,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/pipers-burrow-hill-cider-vinegar-sea-salt-crisps-40g
Cheez-It Double Cheese Thin & Crispy Baked Snacks 40g,£1.00,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cheez-it-snapd-double-cheese-baked-snacks-40g
Sunbites Sun Ripened Sweet Chilli Snacks 28g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cheetos-crunchy-cheese-snacks-crisps-30g
Walkers Sensations Mature Cheddar Cheese & Chilli Crisps 40g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/walkers-sensations-mature-cheddar-cheese-chilli-grab-bag-crisps-40g-8194088-p-44
Pipers Trealy Farm Chorizo Crisps 40g,£1.35,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/pipers-trealy-farm-chorizo-crisps-40g
Walkers Max Zingy Salt & Malt Vinegar Crisps 50g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/walkers-max-zingy-salt-malt-vinegar-crisps-50g
Walkers Sensations Salt & Black Peppercorn Grab Bag Crisps 40g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/walkers-sensations-mature-cheddar-cheese-chilli-grab-bag-crisps-40g
Quaker Rolled Porridge Oats 1kg,£1.35,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/quaker-rolled-porridge-oats-1kg
Eat Natural Almond Apricot with a Yoghurt Coating Fruit & Nut Bars 40g,£1.25,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/eat-natural-almond-apricot-with-a-yoghurt-coating-fruit-nut-bars-40g
Kind Protein Dark Chocolate Nut 50g,£2.20,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kind-protein-dark-chocolate-nut-50g
Walkers Squares Salt & Vinegar Snacks Crisps 40g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/walkers-squares-salt-vinegar-snacks-crisps-40g
Cheez-It Cheese & Chilli Thin & Crispy Baked Snacks 40g,£1.00,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cheez-it-cheese-chilli-thin-crispy-baked-snacks-40g
Deliciously Ella Apple & Raisin Oat Bar 50g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/deliciously-ella-apple-raisin-oat-bar-50g
Deliciously Ella Peanut Butter Oat Bar 50g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/deliciously-ella-peanut-butter-oat-bar-50g
Nakd Apple & Cinnamon Fruit & Fibre Bar 44g,£1.45,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/nakd-apple-cinnamon-fruit-fibre-bar-44g
